,organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,samples,reads,relative
220,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,CH,BO,BT,BU",1671.5802878258166,0.06418788580246913
221,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,ER,DP,FP,BH,CA,PC,CH,BO,BT,BU",1823.5421321736183,0.07002314814814815
222,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,ER,DP,FP,BH,CA,PC,CH,BO,BT,BU",1989.3186896439472,0.0763888888888889
223,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,CH,BO,BT,BU",2170.165843247942,0.08333333333333333
224,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",769.2307692307693,0.029353220964958734
225,,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae genus,[Eubacterium] rectale,_Eubacterium__rectale.json,,,_Eubacterium__rectale,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",828.4023668639054,0.031611161039186327
226,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",892.1256258534365,0.034042788811431426
227,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",960.7506739960086,0.036661464873849234
228,Blautia hydrogenotrophica DSM 10507,Blautia hydrogenotrophica DSM 10507 (476272.5),Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,827.0,1637.0,1177.0,Ines Thiele,08/06/12,476272.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia_hydrogenotrophica.json,Blautia hydrogenotrophica DSM 10507,,Blautia_hydrogenotrophica,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1034.6545719957014,0.03948157755645301
229,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1114.24338522614,0.042518621983872476
230,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1199.95441485892,0.04578928521340113
231,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1292.2586006172985,0.049311537922124296
232,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1391.6631083570906,0.05310473314690308
233,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1498.7141166922515,0.05718971261974179
234,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1613.9998179762708,0.061588921282798845
235,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1738.1536501282915,0.0663265306122449
236,Clostridium scindens ATCC 35704,Clostridium scindens ATCC 35704 (411468.9),Aerotolerant,"Saccharolytic, fermentative",Positive,Commensal,735.0,2049.0,1277.0,Ines Thiele,04/20/12,411468.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,_Clostridium__scindens.json,Clostridium scindens ATCC 35704,,_Clostridium__scindens,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,CS",1871.857777061237,0.07142857142857142
237,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,CA,PC,EL",2000.0,0.08037551440329217
238,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,CA,PC,EL",2400.0,0.09645061728395062
239,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,DP,CA,PC,EL",2880.0,0.11574074074074074
240,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,DP,CA,PC,EL",3456.0,0.1388888888888889
241,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,DP,CA,PC,EL",4147.2,0.16666666666666666
242,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,CA,BO,BV",2500.0,0.1024
243,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,CA,BO,BV",3125.0,0.128
244,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,CA,BO,BV",3906.25,0.16
245,Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus ATCC 8482 (435590.9),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,435590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales family,Phocaeicola,Phocaeicola vulgatus,Phocaeicola_vulgatus.json,Bacteroides vulgatus ATCC 8482,,Phocaeicola_vulgatus,species,"syncom-CD,CA,BO,BV",4882.8125,0.2
246,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,FP,EL",2500.0,0.1024
247,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,FP,EL",3125.0,0.128
248,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,DP,FP,EL",3906.25,0.16
249,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,DP,FP,EL",4882.8125,0.2
250,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",769.2307692307693,0.029353220964958734
251,,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae genus,[Eubacterium] rectale,_Eubacterium__rectale.json,,,_Eubacterium__rectale,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",828.4023668639054,0.031611161039186327
252,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",892.1256258534365,0.034042788811431426
253,Blautia hydrogenotrophica DSM 10507,Blautia hydrogenotrophica DSM 10507 (476272.5),Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,827.0,1637.0,1177.0,Ines Thiele,08/06/12,476272.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia_hydrogenotrophica.json,Blautia hydrogenotrophica DSM 10507,,Blautia_hydrogenotrophica,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",960.7506739960086,0.036661464873849234
254,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1034.6545719957014,0.03948157755645301
255,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1114.24338522614,0.042518621983872476
256,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1199.95441485892,0.04578928521340113
257,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1292.2586006172985,0.049311537922124296
258,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1391.6631083570906,0.05310473314690308
259,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1498.7141166922515,0.05718971261974179
260,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1613.9998179762708,0.061588921282798845
261,Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus ATCC 8482 (435590.9),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,435590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales family,Phocaeicola,Phocaeicola vulgatus,Phocaeicola_vulgatus.json,Bacteroides vulgatus ATCC 8482,,Phocaeicola_vulgatus,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1738.1536501282915,0.0663265306122449
262,Clostridium scindens ATCC 35704,Clostridium scindens ATCC 35704 (411468.9),Aerotolerant,"Saccharolytic, fermentative",Positive,Commensal,735.0,2049.0,1277.0,Ines Thiele,04/20/12,411468.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,_Clostridium__scindens.json,Clostridium scindens ATCC 35704,,_Clostridium__scindens,species,"syncom-CD,ER,DP,BH,CA,PC,EL,CH,BO,BT,BU,BV,CS",1871.857777061237,0.07142857142857142
263,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,FP,PC,EL",2000.0,0.08037551440329217
264,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,FP,PC,EL",2400.0,0.09645061728395062
265,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,DP,FP,PC,EL",2880.0,0.11574074074074074
266,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,DP,FP,PC,EL",3456.0,0.1388888888888889
267,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,DP,FP,PC,EL",4147.2,0.16666666666666666
268,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,BO,BT,BU,BV,CS",769.2307692307693,0.029353220964958734
269,,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae genus,[Eubacterium] rectale,_Eubacterium__rectale.json,,,_Eubacterium__rectale,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,BO,BT,BU,BV,CS",828.4023668639054,0.031611161039186327
